Source,Target,Type,Weight
Pedro Plains,Bigwoods,Undirected,1
Pedro Plains,Slipe,Undirected,1
Pedro Plains,Rose Hall,Undirected,1
Pedro Plains,Junction,Undirected,1
Watchwell,Treasure Beach,Undirected,1
Watchwell,Bigwoods,Undirected,1
Watchwell,Slipe,Undirected,1
Watchwell,Rose Hall,Undirected,1
Watchwell,Junction,Undirected,1
Watchwell,Braes River,Undirected,1
Leeds,Hatfield,Undirected,1
Leeds,Newport,Undirected,1
Leeds,Knockpatrick,Undirected,1
Leeds,New Green,Undirected,1
Leeds,Royal Flat,Undirected,1
Giddy Hall,Bigwoods,Undirected,1
Giddy Hall,Thornton,Undirected,1
Giddy Hall,Slipe,Undirected,1
Giddy Hall,Pisgah,Undirected,1
Giddy Hall,Braes River,Undirected,1
Pepper,Hatfield,Undirected,1
Pepper,Newport,Undirected,1
Pepper,Knockpatrick,Undirected,1
Pepper,New Green,Undirected,1
Pepper,Royal Flat,Undirected,1
Pepper,Part of Spaldings,Undirected,1
Middle Quarters,Bigwoods,Undirected,1
Middle Quarters,Thornton,Undirected,1
Middle Quarters,Slipe,Undirected,1
Middle Quarters,Pisgah,Undirected,1
Middle Quarters,Braes River,Undirected,1
Middle Quarters,Goshen,Undirected,1
Top Hill,Hatfield,Undirected,1
Top Hill,Newport,Undirected,1
Top Hill,Knockpatrick,Undirected,1
Top Hill,New Green,Undirected,1
Top Hill,Treasure Beach,Undirected,1
Top Hill,Bigwoods,Undirected,1
Lititz,Hatfield,Undirected,1
Lititz,Newport,Undirected,1
Lititz,Knockpatrick,Undirected,1
Lititz,New Green,Undirected,1
Lititz,Royal Flat,Undirected,1
Lititz,Treasure Beach,Undirected,1
Bull Savannah,Hatfield,Undirected,1
Bull Savannah,Newport,Undirected,1
Bull Savannah,Knockpatrick,Undirected,1
Bull Savannah,New Green,Undirected,1
Bull Savannah,Royal Flat,Undirected,1
Bull Savannah,Treasure Beach,Undirected,1
Aberdeen,Thornton,Undirected,1
Aberdeen,Slipe,Undirected,1
Aberdeen,Pisgah,Undirected,1
Aberdeen,Braes River,Undirected,1
Aberdeen,Goshen,Undirected,1
Aberdeen,Leeds,Undirected,1
Red Bank,Hatfield,Undirected,1
Red Bank,Newport,Undirected,1
Red Bank,Knockpatrick,Undirected,1
Red Bank,New Green,Undirected,1
Red Bank,Royal Flat,Undirected,1
Red Bank,Treasure Beach,Undirected,1
Holland,Hatfield,Undirected,1
Holland,Treasure Beach,Undirected,1
Holland,Bigwoods,Undirected,1
Holland,Thornton,Undirected,1
Holland,Slipe,Undirected,1
Holland,Rose Hall,Undirected,1
Brighton,Newton,Undirected,1
Newton,Brighton,Undirected,1
West Green,Ramble,Undirected,1
West Green,Jericho,Undirected,1
West Green,Great Valley,Undirected,1
West Green,Success,Undirected,1
West Green,Mount Peto,Undirected,1
West Green,Maryland,Undirected,1
Catherine Hall,Ramble,Undirected,1
Catherine Hall,Jericho,Undirected,1
Catherine Hall,Great Valley,Undirected,1
Catherine Hall,Success,Undirected,1
Catherine Hall,Mount Peto,Undirected,1
Catherine Hall,Maryland,Undirected,1
Rose Heights,Ramble,Undirected,1
Rose Heights,Great Valley,Undirected,1
Rose Heights,Success,Undirected,1
Rose Heights,Mount Peto,Undirected,1
Rose Heights,Chester Castle,Undirected,1
Rose Heights,Pondside,Undirected,1
Down Town Montego Bay,Ramble,Undirected,1
Down Town Montego Bay,Great Valley,Undirected,1
Down Town Montego Bay,Success,Undirected,1
Down Town Montego Bay,Mount Peto,Undirected,1
Down Town Montego Bay,Chester Castle,Undirected,1
Down Town Montego Bay,Pondside,Undirected,1
Brandon Hill,Ramble,Undirected,1
Brandon Hill,Jericho,Undirected,1
Brandon Hill,Great Valley,Undirected,1
Brandon Hill,Success,Undirected,1
Brandon Hill,Mount Peto,Undirected,1
Brandon Hill,Chester Castle,Undirected,1
Orange,Ramble,Undirected,1
Orange,Jericho,Undirected,1
Orange,Great Valley,Undirected,1
Orange,Success,Undirected,1
Orange,Mount Peto,Undirected,1
Orange,Maryland,Undirected,1
Granville,Ramble,Undirected,1
Granville,Jericho,Undirected,1
Granville,Great Valley,Undirected,1
Granville,Success,Undirected,1
Granville,Mount Peto,Undirected,1
Granville,Chester Castle,Undirected,1
Bogue,Ramble,Undirected,1
Bogue,Jericho,Undirected,1
Bogue,Askenish,Undirected,1
Bogue,Great Valley,Undirected,1
Bogue,Success,Undirected,1
Bogue,Mount Peto,Undirected,1
Pitfour,Ramble,Undirected,1
Pitfour,Jericho,Undirected,1
Pitfour,Great Valley,Undirected,1
Pitfour,Success,Undirected,1
Pitfour,Mount Peto,Undirected,1
Pitfour,Chester Castle,Undirected,1
Norwood,Ramble,Undirected,1
Norwood,Jericho,Undirected,1
Norwood,Great Valley,Undirected,1
Norwood,Success,Undirected,1
Norwood,Mount Peto,Undirected,1
Norwood,Chester Castle,Undirected,1
Mount Salem,Ramble,Undirected,1
Mount Salem,Jericho,Undirected,1
Mount Salem,Great Valley,Undirected,1
Mount Salem,Success,Undirected,1
Mount Salem,Mount Peto,Undirected,1
Mount Salem,Chester Castle,Undirected,1
Albion,Ramble,Undirected,1
Albion,Jericho,Undirected,1
Albion,Great Valley,Undirected,1
Albion,Success,Undirected,1
Albion,Mount Peto,Undirected,1
Albion,Maryland,Undirected,1
Flankers,Ramble,Undirected,1
Flankers,Great Valley,Undirected,1
Flankers,Success,Undirected,1
Flankers,Mount Peto,Undirected,1
Flankers,Chester Castle,Undirected,1
Flankers,Pondside,Undirected,1
Unity Hall,Cacoon,Undirected,1
Unity Hall,Ramble,Undirected,1
Unity Hall,Kingsvale,Undirected,1
Unity Hall,Dias,Undirected,1
Unity Hall,Jericho,Undirected,1
Unity Hall,Lucea West,Undirected,1
Dumfries,Ramble,Undirected,1
Dumfries,Chester Castle,Undirected,1
Dumfries,West Green,Undirected,1
Dumfries,Catherine Hall,Undirected,1
Dumfries,Rose Heights,Undirected,1
Dumfries,Down Town Montego Bay,Undirected,1
John's Hall,Ramble,Undirected,1
John's Hall,Great Valley,Undirected,1
John's Hall,Success,Undirected,1
John's Hall,Mount Peto,Undirected,1
John's Hall,Chester Castle,Undirected,1
John's Hall,Pondside,Undirected,1
Catadupa,Ramble,Undirected,1
Catadupa,Great Valley,Undirected,1
Catadupa,Success,Undirected,1
Catadupa,Mount Peto,Undirected,1
Catadupa,Chester Castle,Undirected,1
Catadupa,Pondside,Undirected,1
Somerton,Ramble,Undirected,1
Somerton,Chester Castle,Undirected,1
Somerton,West Green,Undirected,1
Somerton,Catherine Hall,Undirected,1
Somerton,Rose Heights,Undirected,1
Somerton,Down Town Montego Bay,Undirected,1
Rose Mount Garden,Ramble,Undirected,1
Rose Mount Garden,Great Valley,Undirected,1
Rose Mount Garden,Success,Undirected,1
Rose Mount Garden,Mount Peto,Undirected,1
Rose Mount Garden,Chester Castle,Undirected,1
Rose Mount Garden,Pondside,Undirected,1
Barrett Town,West Green,Undirected,1
Barrett Town,Catherine Hall,Undirected,1
Barrett Town,Rose Heights,Undirected,1
Barrett Town,Down Town Montego Bay,Undirected,1
Barrett Town,Brandon Hill,Undirected,1
Barrett Town,Orange,Undirected,1
Paradise,Ramble,Undirected,1
Paradise,Jericho,Undirected,1
Paradise,Great Valley,Undirected,1
Paradise,Success,Undirected,1
Paradise,Mount Peto,Undirected,1
Paradise,Chester Castle,Undirected,1
Lilliput,West Green,Undirected,1
Lilliput,Catherine Hall,Undirected,1
Lilliput,Rose Heights,Undirected,1
Lilliput,Down Town Montego Bay,Undirected,1
Lilliput,Brandon Hill,Undirected,1
Lilliput,Orange,Undirected,1
Green Pond,Ramble,Undirected,1
Green Pond,Great Valley,Undirected,1
Green Pond,Success,Undirected,1
Green Pond,Mount Peto,Undirected,1
Green Pond,Chester Castle,Undirected,1
Green Pond,Pondside,Undirected,1
Glendevon,Ramble,Undirected,1
Glendevon,Jericho,Undirected,1
Glendevon,Great Valley,Undirected,1
Glendevon,Success,Undirected,1
Glendevon,Mount Peto,Undirected,1
Glendevon,Chester Castle,Undirected,1
Welcome Hall,Ramble,Undirected,1
Welcome Hall,Great Valley,Undirected,1
Welcome Hall,Success,Undirected,1
Welcome Hall,Mount Peto,Undirected,1
Welcome Hall,Chester Castle,Undirected,1
Welcome Hall,Pondside,Undirected,1
Farm Heights,Ramble,Undirected,1
Farm Heights,Great Valley,Undirected,1
Farm Heights,Success,Undirected,1
Farm Heights,Mount Peto,Undirected,1
Farm Heights,Chester Castle,Undirected,1
Farm Heights,Pondside,Undirected,1
Maldon,Ramble,Undirected,1
Maldon,Jericho,Undirected,1
Maldon,Great Valley,Undirected,1
Maldon,Success,Undirected,1
Maldon,Mount Peto,Undirected,1
Maldon,Maryland,Undirected,1
Retirement,Ramble,Undirected,1
Retirement,Great Valley,Undirected,1
Retirement,Success,Undirected,1
Retirement,Mount Peto,Undirected,1
Retirement,Chester Castle,Undirected,1
Retirement,Pondside,Undirected,1
Porto Bello,Ramble,Undirected,1
Porto Bello,Great Valley,Undirected,1
Porto Bello,Success,Undirected,1
Porto Bello,Mount Peto,Undirected,1
Porto Bello,Chester Castle,Undirected,1
Porto Bello,Pondside,Undirected,1
Tangle River,Ramble,Undirected,1
Tangle River,Success,Undirected,1
Tangle River,Mount Peto,Undirected,1
Tangle River,Chester Castle,Undirected,1
Tangle River,Thornton,Undirected,1
Tangle River,Pisgah,Undirected,1
Flower Hill,Ramble,Undirected,1
Flower Hill,Mount Peto,Undirected,1
Flower Hill,Chester Castle,Undirected,1
Flower Hill,West Green,Undirected,1
Flower Hill,Catherine Hall,Undirected,1
Flower Hill,Rose Heights,Undirected,1
Salt Spring,Ramble,Undirected,1
Salt Spring,Jericho,Undirected,1
Salt Spring,Great Valley,Undirected,1
Salt Spring,Success,Undirected,1
Salt Spring,Mount Peto,Undirected,1
Salt Spring,Chester Castle,Undirected,1
Rosemount,Ramble,Undirected,1
Rosemount,Jericho,Undirected,1
Rosemount,Great Valley,Undirected,1
Rosemount,Success,Undirected,1
Rosemount,Mount Peto,Undirected,1
Rosemount,Chester Castle,Undirected,1
Niagara,Ramble,Undirected,1
Niagara,Success,Undirected,1
Niagara,Mount Peto,Undirected,1
Niagara,Chester Castle,Undirected,1
Niagara,Thornton,Undirected,1
Niagara,Pisgah,Undirected,1
Coral Gardens,Ramble,Undirected,1
Coral Gardens,Mount Peto,Undirected,1
Coral Gardens,Chester Castle,Undirected,1
Coral Gardens,West Green,Undirected,1
Coral Gardens,Catherine Hall,Undirected,1
Coral Gardens,Rose Heights,Undirected,1
Tucker,Ramble,Undirected,1
Tucker,Great Valley,Undirected,1
Tucker,Success,Undirected,1
Tucker,Mount Peto,Undirected,1
Tucker,Chester Castle,Undirected,1
Tucker,Pondside,Undirected,1
Ironshore,Ramble,Undirected,1
Ironshore,Great Valley,Undirected,1
Ironshore,Success,Undirected,1
Ironshore,Mount Peto,Undirected,1
Ironshore,Chester Castle,Undirected,1
Ironshore,Pondside,Undirected,1
Adelphi,Ramble,Undirected,1
Adelphi,Chester Castle,Undirected,1
Adelphi,West Green,Undirected,1
Adelphi,Catherine Hall,Undirected,1
Adelphi,Rose Heights,Undirected,1
Adelphi,Down Town Montego Bay,Undirected,1
Montpelier,Ramble,Undirected,1
Montpelier,Jericho,Undirected,1
Montpelier,Askenish,Undirected,1
Montpelier,Great Valley,Undirected,1
Montpelier,Success,Undirected,1
Montpelier,Mount Peto,Undirected,1
Summer Hill,Ramble,Undirected,1
Summer Hill,West Green,Undirected,1
Summer Hill,Catherine Hall,Undirected,1
Summer Hill,Rose Heights,Undirected,1
Summer Hill,Down Town Montego Bay,Undirected,1
Summer Hill,Brandon Hill,Undirected,1
Mount Carey,Ramble,Undirected,1
Mount Carey,Jericho,Undirected,1
Mount Carey,Askenish,Undirected,1
Mount Carey,Great Valley,Undirected,1
Mount Carey,Success,Undirected,1
Mount Carey,Mount Peto,Undirected,1
Reading,Ramble,Undirected,1
Reading,Jericho,Undirected,1
Reading,Lucea West,Undirected,1
Reading,Askenish,Undirected,1
Reading,Lucea East,Undirected,1
Reading,Great Valley,Undirected,1
Irwin,Ramble,Undirected,1
Irwin,Jericho,Undirected,1
Irwin,Great Valley,Undirected,1
Irwin,Success,Undirected,1
Irwin,Mount Peto,Undirected,1
Irwin,Maryland,Undirected,1
Spot Valley,West Green,Undirected,1
Spot Valley,Catherine Hall,Undirected,1
Spot Valley,Rose Heights,Undirected,1
Spot Valley,Down Town Montego Bay,Undirected,1
Spot Valley,Brandon Hill,Undirected,1
Spot Valley,Orange,Undirected,1
Catherine Mount,Ramble,Undirected,1
Catherine Mount,Jericho,Undirected,1
Catherine Mount,Great Valley,Undirected,1
Catherine Mount,Success,Undirected,1
Catherine Mount,Mount Peto,Undirected,1
Catherine Mount,Chester Castle,Undirected,1
Friendship,Ramble,Undirected,1
Friendship,Jericho,Undirected,1
Friendship,Great Valley,Undirected,1
Friendship,Success,Undirected,1
Friendship,Mount Peto,Undirected,1
Friendship,Maryland,Undirected,1
Montego Hill,Ramble,Undirected,1
Montego Hill,Great Valley,Undirected,1
Montego Hill,Success,Undirected,1
Montego Hill,Mount Peto,Undirected,1
Montego Hill,Chester Castle,Undirected,1
Montego Hill,Pondside,Undirected,1
Flamstead,Ramble,Undirected,1
Flamstead,Success,Undirected,1
Flamstead,Mount Peto,Undirected,1
Flamstead,Chester Castle,Undirected,1
Flamstead,Thornton,Undirected,1
Flamstead,Pisgah,Undirected,1
Castleton,Denham Town,Undirected,1
Castleton,Central Down Town,Undirected,1
Castleton,Kingston Gardens,Undirected,1
Castleton,Allman Town,Undirected,1
Castleton,Fletchers Land,Undirected,1
Castleton,Mona Heights,Undirected,1
Galina,Parry Town,Undirected,1
Galina,Exchange,Undirected,1
Galina,Cole Gate,Undirected,1
Galina,Troja,Undirected,1
Galina,Castleton,Undirected,1
Galina,Enfield,Undirected,1
Enfield,Denham Town,Undirected,1
Enfield,Central Down Town,Undirected,1
Enfield,Kingston Gardens,Undirected,1
Enfield,Mona Heights,Undirected,1
Enfield,Seaward Pen,Undirected,1
Guys Hill,Lawrence Tavern,Undirected,1
Guys Hill,Cavaliers,Undirected,1
Guys Hill,Parry Town,Undirected,1
Guys Hill,Exchange,Undirected,1
Guys Hill,Cole Gate,Undirected,1
Guys Hill,Bogwalk,Undirected,1
Martin,Lawrence Tavern,Undirected,1
Martin,Cavaliers,Undirected,1
Martin,Golden Spring,Undirected,1
Martin,Cole Gate,Undirected,1
Martin,Bogwalk,Undirected,1
Martin,Sligoville,Undirected,1
Epson,Snow Hill,Undirected,1
Epson,Norbrook,Undirected,1
Epson,Lawrence Tavern,Undirected,1
Epson,Whitehall,Undirected,1
Epson,Havendale,Undirected,1
Baileys Vale,Parry Town,Undirected,1
Baileys Vale,Exchange,Undirected,1
Baileys Vale,Cole Gate,Undirected,1
Baileys Vale,Troja,Undirected,1
Baileys Vale,Glengoffe,Undirected,1
Baileys Vale,Castleton,Undirected,1
Clonmel,Denham Town,Undirected,1
Clonmel,Kingston Gardens,Undirected,1
Clonmel,Seaward Pen,Undirected,1
Clonmel,Norbrook,Undirected,1
Clonmel,Lawrence Tavern,Undirected,1
Clonmel,Waterhouse,Undirected,1
Font Hill,Bull Bay/ Seven Mile,Undirected,1
Font Hill,Harbour View,Undirected,1
Font Hill,Church Corner,Undirected,1
Font Hill,Port Morant,Undirected,1
Font Hill,White Horses,Undirected,1
Font Hill,Retreat,Undirected,1
Duckenfield,Windsor Forest,Undirected,1
Duckenfield,Church Corner,Undirected,1
Duckenfield,Port Morant,Undirected,1
Duckenfield,White Horses,Undirected,1
Duckenfield,Retreat,Undirected,1
Church Corner,Font Hill,Undirected,1
Church Corner,Duckenfield,Undirected,1
Church Corner,Port Morant,Undirected,1
Church Corner,White Horses,Undirected,1
Port Morant,Windsor Forest,Undirected,1
Port Morant,Font Hill,Undirected,1
Port Morant,Duckenfield,Undirected,1
White Horses,Bull Bay/ Seven Mile,Undirected,1
White Horses,Font Hill,Undirected,1
White Horses,Duckenfield,Undirected,1
Retreat,Font Hill,Undirected,1
Retreat,Duckenfield,Undirected,1
Retreat,Church Corner,Undirected,1
Retreat,Port Morant,Undirected,1
Wilmington,Mandeville Proper,Undirected,1
Barking Lodge,Font Hill,Undirected,1
Barking Lodge,Duckenfield,Undirected,1
Barking Lodge,Church Corner,Undirected,1
Barking Lodge,Port Morant,Undirected,1
Barking Lodge,White Horses,Undirected,1
Barking Lodge,Retreat,Undirected,1
Amity Hall,Windsor Forest,Undirected,1
Amity Hall,Duckenfield,Undirected,1
Amity Hall,Church Corner,Undirected,1
Amity Hall,Port Morant,Undirected,1
Amity Hall,White Horses,Undirected,1
Amity Hall,Retreat,Undirected,1
Salt Marsh,West Green,Undirected,1
Salt Marsh,Catherine Hall,Undirected,1
Salt Marsh,Rose Heights,Undirected,1
Salt Marsh,Down Town Montego Bay,Undirected,1
Salt Marsh,Brandon Hill,Undirected,1
Salt Marsh,Orange,Undirected,1
Bounty Hall,West Green,Undirected,1
Bounty Hall,Catherine Hall,Undirected,1
Bounty Hall,Rose Heights,Undirected,1
Bounty Hall,Down Town Montego Bay,Undirected,1
Bounty Hall,Brandon Hill,Undirected,1
Bounty Hall,Orange,Undirected,1
Clarks Town,Discovery Bay,Undirected,1
Clarks Town,Browns Town,Undirected,1
Clarks Town,Philadelphia,Undirected,1
Clarks Town,York Castle,Undirected,1
Clarks Town,Dumfries,Undirected,1
Clarks Town,Salt Marsh,Undirected,1
Deeside,Samuels Prospect,Undirected,1
Bunkers Hill,Denham Town,Undirected,1
Bunkers Hill,Central Down Town,Undirected,1
Bunkers Hill,Kingston Gardens,Undirected,1
Bunkers Hill,Seaward Pen,Undirected,1
Bunkers Hill,Norbrook,Undirected,1
Bunkers Hill,Lawrence Tavern,Undirected,1
Alps,Part of Spaldings,Undirected,1
Alps,Discovery Bay,Undirected,1
Alps,Browns Town,Undirected,1
Alps,Philadelphia,Undirected,1
Alps,York Castle,Undirected,1
Alps,Bounty Hall,Undirected,1
Duanvale,Discovery Bay,Undirected,1
Duanvale,Browns Town,Undirected,1
Duanvale,York Castle,Undirected,1
Duanvale,Dumfries,Undirected,1
Duanvale,Somerton,Undirected,1
Duanvale,Barrett Town,Undirected,1
Kinloss,Discovery Bay,Undirected,1
Kinloss,Browns Town,Undirected,1
Kinloss,York Castle,Undirected,1
Kinloss,Dumfries,Undirected,1
Kinloss,Somerton,Undirected,1
Kinloss,Adelphi,Undirected,1
Martha Brae,Rose Heights,Undirected,1
Martha Brae,Down Town Montego Bay,Undirected,1
Martha Brae,Dumfries,Undirected,1
Martha Brae,John's Hall,Undirected,1
Martha Brae,Somerton,Undirected,1
Martha Brae,Rose Mount Garden,Undirected,1
Sherwood Content,Aberdeen,Undirected,1
Sherwood Content,Dumfries,Undirected,1
Sherwood Content,John's Hall,Undirected,1
Sherwood Content,Somerton,Undirected,1
Sherwood Content,Barrett Town,Undirected,1
Sherwood Content,Lilliput,Undirected,1
Samuels Prospect,Deeside,Undirected,1
Daniel Town,Discovery Bay,Undirected,1
Daniel Town,Dumfries,Undirected,1
Daniel Town,Somerton,Undirected,1
Daniel Town,Barrett Town,Undirected,1
Daniel Town,Lilliput,Undirected,1
Daniel Town,Tangle River,Undirected,1
Jackson Town,Discovery Bay,Undirected,1
Jackson Town,Browns Town,Undirected,1
Jackson Town,Philadelphia,Undirected,1
Jackson Town,York Castle,Undirected,1
Jackson Town,Bounty Hall,Undirected,1
Jackson Town,Clarks Town,Undirected,1
Spicy Hill,Discovery Bay,Undirected,1
Spicy Hill,Browns Town,Undirected,1
Spicy Hill,Philadelphia,Undirected,1
Spicy Hill,York Castle,Undirected,1
Spicy Hill,Dumfries,Undirected,1
Spicy Hill,Salt Marsh,Undirected,1
Hampden,West Green,Undirected,1
Hampden,Catherine Hall,Undirected,1
Hampden,Rose Heights,Undirected,1
Hampden,Down Town Montego Bay,Undirected,1
Hampden,Brandon Hill,Undirected,1
Hampden,Orange,Undirected,1
Orange Hill,Ramble,Undirected,1
Orange Hill,Jericho,Undirected,1
Orange Hill,Askenish,Undirected,1
Orange Hill,Great Valley,Undirected,1
Orange Hill,Success,Undirected,1
Orange Hill,Mount Peto,Undirected,1
Jerusalem,Logwood,Undirected,1
Jerusalem,Cacoon,Undirected,1
Jerusalem,Orange Bay,Undirected,1
Jerusalem,Kingsvale,Undirected,1
Jerusalem,Dias,Undirected,1
Jerusalem,Jericho,Undirected,1
Burnt Savannah,Logwood,Undirected,1
Burnt Savannah,Cacoon,Undirected,1
Burnt Savannah,Orange Bay,Undirected,1
Burnt Savannah,Ramble,Undirected,1
Burnt Savannah,Kingsvale,Undirected,1
Burnt Savannah,Dias,Undirected,1
Haddo,Cacoon,Undirected,1
Haddo,Ramble,Undirected,1
Haddo,Kingsvale,Undirected,1
Haddo,Dias,Undirected,1
Haddo,Jericho,Undirected,1
Haddo,Lucea West,Undirected,1
Savannah-la-mar Business Dist.,Logwood,Undirected,1
Savannah-la-mar Business Dist.,Cacoon,Undirected,1
Savannah-la-mar Business Dist.,Ramble,Undirected,1
Savannah-la-mar Business Dist.,Kingsvale,Undirected,1
Savannah-la-mar Business Dist.,Dias,Undirected,1
Savannah-la-mar Business Dist.,Jericho,Undirected,1
Smithfield,Logwood,Undirected,1
Smithfield,Cacoon,Undirected,1
Smithfield,Ramble,Undirected,1
Smithfield,Kingsvale,Undirected,1
Smithfield,Dias,Undirected,1
Smithfield,Jericho,Undirected,1
Georges Plain,Logwood,Undirected,1
Georges Plain,Cacoon,Undirected,1
Georges Plain,Orange Bay,Undirected,1
Georges Plain,Ramble,Undirected,1
Georges Plain,Kingsvale,Undirected,1
Georges Plain,Dias,Undirected,1
Fort Williams,Logwood,Undirected,1
Fort Williams,Cacoon,Undirected,1
Fort Williams,Ramble,Undirected,1
Fort Williams,Kingsvale,Undirected,1
Fort Williams,Dias,Undirected,1
Fort Williams,Jericho,Undirected,1
Paul Island,Logwood,Undirected,1
Paul Island,Cacoon,Undirected,1
Paul Island,Orange Bay,Undirected,1
Paul Island,Kingsvale,Undirected,1
Paul Island,Dias,Undirected,1
Paul Island,Jericho,Undirected,1
Town Head,Logwood,Undirected,1
Town Head,Cacoon,Undirected,1
Town Head,Orange Bay,Undirected,1
Town Head,Ramble,Undirected,1
Town Head,Kingsvale,Undirected,1
Town Head,Dias,Undirected,1
Hertford,Logwood,Undirected,1
Hertford,Cacoon,Undirected,1
Hertford,Ramble,Undirected,1
Hertford,Kingsvale,Undirected,1
Hertford,Dias,Undirected,1
Hertford,Jericho,Undirected,1
Shefield,Logwood,Undirected,1
Shefield,Cacoon,Undirected,1
Shefield,Orange Bay,Undirected,1
Shefield,Kingsvale,Undirected,1
Shefield,Dias,Undirected,1
Shefield,Jericho,Undirected,1
Truro,Logwood,Undirected,1
Truro,Cacoon,Undirected,1
Truro,Orange Bay,Undirected,1
Truro,Ramble,Undirected,1
Truro,Kingsvale,Undirected,1
Truro,Dias,Undirected,1
Strathbogie,Mackfield,Undirected,1
Strathbogie,Gooden's River,Undirected,1
Strathbogie,Chantilly,Undirected,1
Llandilo,Logwood,Undirected,1
Llandilo,Cacoon,Undirected,1
Llandilo,Orange Bay,Undirected,1
Llandilo,Ramble,Undirected,1
Llandilo,Kingsvale,Undirected,1
Llandilo,Dias,Undirected,1
Cave,Ramble,Undirected,1
Cave,Askenish,Undirected,1
Cave,Great Valley,Undirected,1
Cave,Success,Undirected,1
Cave,Mount Peto,Undirected,1
Cave,Maryland,Undirected,1
Mount Airy,Logwood,Undirected,1
Mount Airy,Cacoon,Undirected,1
Mount Airy,Orange Bay,Undirected,1
Mount Airy,Kingsvale,Undirected,1
Mount Airy,Dias,Undirected,1
Mount Airy,Askenish,Undirected,1
Delveland,Logwood,Undirected,1
Delveland,Cacoon,Undirected,1
Delveland,Orange Bay,Undirected,1
Delveland,Kingsvale,Undirected,1
Delveland,Dias,Undirected,1
Delveland,Jericho,Undirected,1
Mackfield,Strathbogie,Undirected,1
Mackfield,Gooden's River,Undirected,1
Mackfield,Chantilly,Undirected,1
Gooden's River,Strathbogie,Undirected,1
Gooden's River,Mackfield,Undirected,1
Gooden's River,Chantilly,Undirected,1
Chantilly,Strathbogie,Undirected,1
Chantilly,Mackfield,Undirected,1
Chantilly,Gooden's River,Undirected,1
Whithorn,Cacoon,Undirected,1
Whithorn,Ramble,Undirected,1
Whithorn,Kingsvale,Undirected,1
Whithorn,Dias,Undirected,1
Whithorn,Jericho,Undirected,1
Whithorn,Lucea West,Undirected,1
Broughton,Logwood,Undirected,1
Broughton,Cacoon,Undirected,1
Broughton,Orange Bay,Undirected,1
Broughton,Kingsvale,Undirected,1
Broughton,Dias,Undirected,1
Broughton,Jericho,Undirected,1
Whitehouse,Slipe,Undirected,1
Whitehouse,Pisgah,Undirected,1
Whitehouse,Giddy Hall,Undirected,1
Whitehouse,Middle Quarters,Undirected,1
Whitehouse,Holland,Undirected,1
Whitehouse,Catadupa,Undirected,1
Mount Stewart,Ramble,Undirected,1
Mount Stewart,Kingsvale,Undirected,1
Mount Stewart,Dias,Undirected,1
Mount Stewart,Jericho,Undirected,1
Mount Stewart,Askenish,Undirected,1
Mount Stewart,Great Valley,Undirected,1
Seaton Crescent,Logwood,Undirected,1
Seaton Crescent,Cacoon,Undirected,1
Seaton Crescent,Orange Bay,Undirected,1
Seaton Crescent,Ramble,Undirected,1
Seaton Crescent,Kingsvale,Undirected,1
Seaton Crescent,Dias,Undirected,1
Three Mile River,Logwood,Undirected,1
Three Mile River,Cacoon,Undirected,1
Three Mile River,Orange Bay,Undirected,1
Three Mile River,Ramble,Undirected,1
Three Mile River,Kingsvale,Undirected,1
Three Mile River,Dias,Undirected,1
Cornwall Mountian,Ramble,Undirected,1
Cornwall Mountian,Kingsvale,Undirected,1
Cornwall Mountian,Dias,Undirected,1
Cornwall Mountian,Jericho,Undirected,1
Cornwall Mountian,Askenish,Undirected,1
Cornwall Mountian,Great Valley,Undirected,1
Fullersfield,Logwood,Undirected,1
Fullersfield,Cacoon,Undirected,1
Fullersfield,Orange Bay,Undirected,1
Fullersfield,Ramble,Undirected,1
Fullersfield,Kingsvale,Undirected,1
Fullersfield,Dias,Undirected,1
